Date,Close
2020-03-02,347.5199890136719
2020-03-03,339.4700012207031
2020-03-04,341.8900146484375
2020-03-05,333.0299987792969
2020-03-06,336.4100036621094
2020-03-09,336.6700134277344
2020-03-10,343.95001220703125
2020-03-11,332.6600036621094
2020-03-12,317.1099853515625
2020-03-13,316.6300048828125
2020-03-16,286.32000732421875
2020-03-17,298.739990234375
2020-03-18,290.0
2020-03-19,323.1400146484375
2020-03-20,299.95001220703125
2020-03-23,323.8699951171875
2020-03-24,343.55999755859375
2020-03-25,321.45001220703125
2020-03-26,338.510009765625
2020-03-27,338.739990234375
2020-03-30,346.75
2020-03-31,324.07000732421875
2020-04-01,333.7699890136719
2020-04-02,333.45001220703125
2020-04-03,328.2300109863281
2020-04-06,338.5199890136719
2020-04-07,333.9599914550781
2020-04-08,343.8299865722656
2020-04-09,343.6400146484375
2020-04-13,355.1400146484375
2020-04-14,358.260009765625
2020-04-15,354.6199951171875
2020-04-16,360.4700012207031
2020-04-17,362.9700012207031
2020-04-20,370.4800109863281
2020-04-21,365.2200012207031
2020-04-22,383.75
2020-04-23,369.6400146484375
2020-04-24,367.2900085449219
2020-04-27,362.0299987792969
2020-04-28,356.010009765625
2020-04-29,362.010009765625
2020-04-30,361.92999267578125
2020-05-01,357.29998779296875
2020-05-04,359.1000061035156
2020-05-05,371.4599914550781
2020-05-06,372.29998779296875
2020-05-07,367.1700134277344
2020-05-08,369.1099853515625
2020-05-11,377.489990234375
2020-05-12,377.94000244140625
2020-05-13,384.9599914550781
2020-05-14,376.010009765625
2020-05-15,376.0400085449219
2020-05-18,364.5
2020-05-19,370.010009765625
2020-05-20,377.239990234375
2020-05-21,375.239990234375
2020-05-22,372.1000061035156
2020-05-26,360.1600036621094
2020-05-27,373.9700012207031
2020-05-28,365.54998779296875
2020-05-29,385.8399963378906
2020-06-01,383.5799865722656
2020-06-02,384.8599853515625
2020-06-03,390.1400146484375
2020-06-04,382.7799987792969
2020-06-05,376.4100036621094
2020-06-08,375.82000732421875
2020-06-09,382.2200012207031
2020-06-10,392.32000732421875
2020-06-11,382.7900085449219
2020-06-12,378.1499938964844
2020-06-15,377.9200134277344
2020-06-16,374.8599853515625
2020-06-17,380.6700134277344
2020-06-18,375.54998779296875
2020-06-19,378.4100036621094
2020-06-22,384.6300048828125
2020-06-23,377.54998779296875
2020-06-24,375.4800109863281
2020-06-25,373.70001220703125
2020-06-26,365.80999755859375
2020-06-29,369.1700134277344
2020-06-30,369.44000244140625
2020-07-01,375.7099914550781
2020-07-02,374.0899963378906
2020-07-06,385.0
2020-07-07,381.1400146484375
2020-07-08,384.1400146484375
2020-07-09,385.5
2020-07-10,398.30999755859375
2020-07-13,401.3800048828125
2020-07-14,402.29998779296875
2020-07-15,413.67999267578125
2020-07-16,407.5199890136719
2020-07-17,390.2200012207031
2020-07-20,391.42999267578125
2020-07-21,387.80999755859375
2020-07-22,389.1199951171875
2020-07-23,381.32000732421875
2020-07-24,386.9100036621094
2020-07-27,389.6099853515625
2020-07-28,385.4200134277344
2020-07-29,385.1499938964844
2020-07-30,384.5299987792969
2020-07-31,386.6099853515625
2020-08-03,387.0299987792969
2020-08-04,391.8599853515625
2020-08-05,393.44000244140625
2020-08-06,392.54998779296875
2020-08-07,389.1199951171875
2020-08-10,385.92999267578125
2020-08-11,388.6499938964844
2020-08-12,392.6700134277344
2020-08-13,399.0400085449219
2020-08-14,398.989990234375
2020-08-17,409.3900146484375
2020-08-18,411.45001220703125
2020-08-19,414.2300109863281
2020-08-20,418.3299865722656
2020-08-21,419.70001220703125
2020-08-24,418.989990234375
2020-08-25,419.3599853515625
2020-08-26,418.0899963378906
2020-08-27,416.32000732421875
2020-08-28,415.9800109863281
2020-08-31,408.9599914550781
2020-09-01,410.1499938964844
2020-09-02,403.6000061035156
2020-09-03,397.5
2020-09-04,381.80999755859375
2020-09-08,376.32000732421875
2020-09-09,382.07000732421875
2020-09-10,388.9700012207031
2020-09-11,394.67999267578125
2020-09-14,388.5199890136719
2020-09-15,389.5199890136719
2020-09-16,385.9800109863281
2020-09-17,395.07000732421875
2020-09-18,397.5899963378906
2020-09-21,404.9700012207031
2020-09-22,413.75
2020-09-23,413.5400085449219
2020-09-24,413.29998779296875
2020-09-25,418.0799865722656
2020-09-28,421.5400085449219
2020-09-29,423.4599914550781
2020-09-30,425.2799987792969
2020-10-01,426.989990234375
2020-10-02,433.7799987792969
2020-10-05,424.94000244140625
2020-10-06,427.5299987792969
2020-10-07,431.04998779296875
2020-10-08,401.010009765625
2020-10-09,390.95001220703125
2020-10-12,392.5799865722656
2020-10-13,407.7200012207031
2020-10-14,403.2099914550781
2020-10-15,401.8399963378906
2020-10-16,399.45001220703125
2020-10-19,394.8900146484375
2020-10-20,394.4100036621094
2020-10-21,389.95001220703125
2020-10-22,391.739990234375
2020-10-23,394.1000061035156
2020-10-26,394.6099853515625
2020-10-27,397.0299987792969
2020-10-28,384.0
2020-10-29,386.7200012207031
2020-10-30,378.32000732421875
2020-11-02,376.0299987792969
2020-11-03,383.239990234375
2020-11-04,392.5199890136719
2020-11-05,396.2200012207031
2020-11-06,399.8500061035156
2020-11-09,376.54998779296875
2020-11-10,381.6700134277344
2020-11-11,394.6700134277344
